"","TAGID","wave","DOB","session_date","age"
"340","TAG_112","wave_1_scheduling_arm_1","","1/28/17",11
"341","TAG_112","wave_2_scheduling_arm_1","","7/31/18",13
"342","TAG_112","wave_3_scheduling_arm_1","","1/31/19",13
"343","TAG_113","wave_1_scheduling_arm_1","","1/14/17",11
"344","TAG_113","wave_2_scheduling_arm_1","","7/3/18",13
"345","TAG_113","wave_3_scheduling_arm_1","","12/13/19",14
"346","TAG_114","wave_1_scheduling_arm_1","","9/8/16",11
"347","TAG_114","wave_2_scheduling_arm_1","","6/14/18",13
"348","TAG_115","wave_1_scheduling_arm_1","","10/19/17",10
"349","TAG_116","wave_1_scheduling_arm_1","","10/3/17",10
"350","TAG_116","wave_2_scheduling_arm_1","","5/11/19",12
"351","TAG_117","wave_1_scheduling_arm_1","","12/12/16",11
"352","TAG_117","wave_2_scheduling_arm_1","","6/19/18",13
"353","TAG_117","wave_3_scheduling_arm_1","","12/4/19",14
"354","TAG_119","wave_1_scheduling_arm_1","","7/5/16",12
"355","TAG_119","wave_2_scheduling_arm_1","","3/23/18",14
"356","TAG_119","wave_3_scheduling_arm_1","","9/24/19",15
"357","TAG_120","wave_1_scheduling_arm_1","","9/5/17",12
"358","TAG_120","wave_2_scheduling_arm_1","","4/9/19",13
"359","TAG_120","sos_arm_1","","8/8/19",14
"360","TAG_120","wave_3_scheduling_arm_1","","12/23/20",15
"361","TAG_122","wave_1_scheduling_arm_1","","9/29/17",11
"362","TAG_122","wave_2_scheduling_arm_1","","4/2/19",12
"363","TAG_122","sos_arm_1","","10/5/19",13
"364","TAG_122","wave_3_scheduling_arm_1","","12/6/20",14
"365","TAG_124","wave_1_scheduling_arm_1","","11/16/17",10
"366","TAG_124","wave_2_scheduling_arm_1","","4/23/19",12
"367","TAG_124","sos_arm_1","","12/8/19",12
"368","TAG_125","wave_1_scheduling_arm_1","","10/31/17",10
"369","TAG_125","wave_2_scheduling_arm_1","","5/6/19",12
"370","TAG_127","wave_1_scheduling_arm_1","","11/9/17",10
"371","TAG_127","wave_2_scheduling_arm_1","","5/30/19",12
"372","TAG_130","wave_1_scheduling_arm_1","","9/14/16",12
"373","TAG_130","wave_2_scheduling_arm_1","","4/2/18",13
"374","TAG_130","wave_3_scheduling_arm_1","","11/4/19",15
"375","TAG_131","wave_1_scheduling_arm_1","","2/22/17",11
"376","TAG_131","wave_2_scheduling_arm_1","","8/13/18",13
"377","TAG_131","sos_arm_1","","4/20/19",14
"378","TAG_131","wave_3_scheduling_arm_1","","2/21/20",14
"379","TAG_132","wave_1_scheduling_arm_1","","1/15/17",12
"380","TAG_132","wave_2_scheduling_arm_1","","8/24/18",13
"381","TAG_132","sos_arm_1","","3/23/19",14
"382","TAG_132","wave_3_scheduling_arm_1","","2/7/20",15
"383","TAG_137","wave_1_scheduling_arm_1","","10/23/16",11
"384","TAG_138","wave_1_scheduling_arm_1","","10/15/16",11
"385","TAG_138","wave_2_scheduling_arm_1","","5/2/18",12
"386","TAG_138","sos_arm_1","","3/2/19",13
"387","TAG_138","wave_3_scheduling_arm_1","","10/14/19",14
"388","TAG_140","wave_1_scheduling_arm_1","","10/28/16",12
"389","TAG_140","wave_2_scheduling_arm_1","","5/11/18",14
"390","TAG_140","sos_arm_1","","3/10/19",14
"391","TAG_140","wave_3_scheduling_arm_1","","10/11/19",15
"392","TAG_141","wave_1_scheduling_arm_1","","10/23/16",11
"393","TAG_141","wave_2_scheduling_arm_1","","6/4/18",13
"394","TAG_141","sos_arm_1","","4/14/19",14
"395","TAG_141","wave_3_scheduling_arm_1","","2/5/20",15
"396","TAG_143","wave_1_scheduling_arm_1","","6/8/16",11
"397","TAG_143","wave_2_scheduling_arm_1","","3/20/18",13
"398","TAG_143","wave_3_scheduling_arm_1","","3/11/20",15
"399","TAG_144","wave_1_scheduling_arm_1","","10/19/16",12
"400","TAG_144","wave_2_scheduling_arm_1","","4/25/18",14
"401","TAG_144","wave_3_scheduling_arm_1","","1/6/20",15
"402","TAG_144","wave_4_scheduling_arm_1","","1/23/21",16
"403","TAG_145","wave_1_scheduling_arm_1","","2/15/17",12
"404","TAG_147","wave_1_scheduling_arm_1","","1/29/18",10
"405","TAG_147","wave_2_scheduling_arm_1","","9/4/19",12
"406","TAG_147","wave_3_scheduling_arm_1","","12/3/20",13
"407","TAG_149","wave_1_scheduling_arm_1","","6/17/16",12
"408","TAG_149","wave_2_scheduling_arm_1","","12/4/17",13
"409","TAG_149","wave_3_scheduling_arm_1","","7/26/19",15
"410","TAG_152","wave_1_scheduling_arm_1","","2/20/17",10
"411","TAG_152","wave_2_scheduling_arm_1","","9/14/18",12
"412","TAG_152","wave_3_scheduling_arm_1","","12/21/20",14
"413","TAG_155","wave_1_scheduling_arm_1","","10/24/17",12
"414","TAG_155","wave_2_scheduling_arm_1","","8/13/19",14
"415","TAG_158","wave_1_scheduling_arm_1","","2/15/17",12
"416","TAG_159","wave_1_scheduling_arm_1","","6/13/16",12
"417","TAG_159","wave_2_scheduling_arm_1","","2/1/18",13
"418","TAG_159","wave_3_scheduling_arm_1","","8/9/19",15
"419","TAG_160","wave_1_scheduling_arm_1","","7/28/16",12
"420","TAG_160","wave_2_scheduling_arm_1","","2/12/18",13
"421","TAG_160","sos_arm_1","","3/21/20",15
"422","TAG_160","wave_3_scheduling_arm_1","","8/8/19",15
"423","TAG_164","wave_1_scheduling_arm_1","","6/25/16",12
"424","TAG_164","wave_2_scheduling_arm_1","","12/4/17",13
"425","TAG_164","sos_arm_1","","2/17/19",14
"426","TAG_164","wave_3_scheduling_arm_1","","8/16/19",15
"427","TAG_165","wave_1_scheduling_arm_1","","2/9/18",10
"428","TAG_166","wave_1_scheduling_arm_1","","8/24/17",12
"429","TAG_166","wave_2_scheduling_arm_1","","2/5/19",13
"430","TAG_167","wave_1_scheduling_arm_1","","12/30/16",12
"431","TAG_167","wave_2_scheduling_arm_1","","7/17/18",13
"432","TAG_167","sos_arm_1","","7/12/19",14
"433","TAG_167","wave_3_scheduling_arm_1","","1/24/20",15
"434","TAG_169","wave_1_scheduling_arm_1","","11/20/16",12
"435","TAG_169","wave_2_scheduling_arm_1","","5/22/18",13
"436","TAG_169","wave_3_scheduling_arm_1","","10/20/19",15
"437","TAG_170","wave_1_scheduling_arm_1","","8/12/17",10
"438","TAG_172","wave_1_scheduling_arm_1","","9/7/17",12
"439","TAG_173","wave_1_scheduling_arm_1","","4/17/17",11
"440","TAG_173","wave_2_scheduling_arm_1","","9/25/18",13
"441","TAG_173","wave_3_scheduling_arm_1","","12/14/20",15
"442","TAG_174","wave_1_scheduling_arm_1","","6/25/16",12
"443","TAG_174","wave_2_scheduling_arm_1","","6/19/18",14
"444","TAG_175","wave_1_scheduling_arm_1","","8/8/17",10
"445","TAG_175","wave_2_scheduling_arm_1","","6/27/19",11
"446","TAG_176","wave_1_scheduling_arm_1","","5/13/17",12
"447","TAG_176","wave_2_scheduling_arm_1","","10/20/18",13
"448","TAG_176","sos_arm_1","","7/22/19",14
"449","TAG_177","wave_1_scheduling_arm_1","","10/4/16",10
"450","TAG_177","wave_2_scheduling_arm_1","","5/16/18",11
"451","TAG_177","sos_arm_1","","3/15/20",13
"452","TAG_177","wave_3_scheduling_arm_1","","10/18/19",13
"453","TAG_179","wave_1_scheduling_arm_1","","7/6/17",10
"454","TAG_179","wave_2_scheduling_arm_1","","1/4/19",12
"455","TAG_179","sos_arm_1","","8/27/19",12
"456","TAG_180","wave_1_scheduling_arm_1","","6/24/17",12
"457","TAG_180","wave_2_scheduling_arm_1","","11/12/18",14
"458","TAG_180","sos_arm_1","","7/11/19",15
"459","TAG_180","wave_3_scheduling_arm_1","","2/20/21",16
"460","TAG_181","wave_1_scheduling_arm_1","","7/29/16",12
"461","TAG_181","wave_2_scheduling_arm_1","","3/14/18",14
"462","TAG_181","wave_3_scheduling_arm_1","","9/13/19",15
"463","TAG_186","wave_1_scheduling_arm_1","","4/20/17",12
"464","TAG_186","wave_2_scheduling_arm_1","","10/23/18",14
"465","TAG_186","sos_arm_1","","6/23/19",15
"466","TAG_186","wave_3_scheduling_arm_1","","12/17/20",16
"467","TAG_188","wave_1_scheduling_arm_1","","8/11/17",9
"468","TAG_188","wave_2_scheduling_arm_1","","3/6/19",11
"469","TAG_188","sos_arm_1","","7/31/19",11
"470","TAG_188","wave_3_scheduling_arm_1","","1/14/21",13
"471","TAG_190","wave_1_scheduling_arm_1","","7/5/17",11
"472","TAG_190","wave_2_scheduling_arm_1","","11/20/18",12
"473","TAG_192","wave_1_scheduling_arm_1","","1/19/17",11
"474","TAG_192","wave_2_scheduling_arm_1","","7/27/18",13
"475","TAG_192","wave_3_scheduling_arm_1","","2/10/20",14
"476","TAG_194","wave_1_scheduling_arm_1","","1/23/17",11
"477","TAG_194","wave_2_scheduling_arm_1","","8/8/18",13
"478","TAG_194","wave_3_scheduling_arm_1","","2/11/20",14
"479","TAG_200","wave_1_scheduling_arm_1","","8/30/17",10
"480","TAG_200","wave_2_scheduling_arm_1","","2/15/19",12
"481","TAG_200","sos_arm_1","","8/7/19",12
"482","TAG_202","wave_1_scheduling_arm_1","","4/25/17",11
"483","TAG_202","wave_2_scheduling_arm_1","","10/2/18",13
"484","TAG_202","sos_arm_1","","6/16/19",13
"485","TAG_202","wave_3_scheduling_arm_1","","1/21/21",15
"486","TAG_203","wave_1_scheduling_arm_1","","1/5/18",12
"487","TAG_203","wave_2_scheduling_arm_1","","7/12/19",14
"488","TAG_203","sos_arm_1","","11/24/19",14
"489","TAG_205","wave_1_scheduling_arm_1","","5/11/17",12
"490","TAG_205","wave_2_scheduling_arm_1","","10/9/18",14
"491","TAG_205","sos_arm_1","","7/8/19",14
"492","TAG_205","wave_3_scheduling_arm_1","","11/29/20",16
"493","TAG_206","wave_1_scheduling_arm_1","","7/28/17",10
"494","TAG_206","wave_2_scheduling_arm_1","","2/16/19",11
"495","TAG_207","wave_1_scheduling_arm_1","","4/3/17",11
"496","TAG_207","wave_2_scheduling_arm_1","","9/17/18",12
"497","TAG_207","sos_arm_1","","6/15/19",13
"498","TAG_207","wave_3_scheduling_arm_1","","1/24/21",15
"499","TAG_208","wave_1_scheduling_arm_1","","4/22/17",11
"500","TAG_208","wave_2_scheduling_arm_1","","10/11/18",13
"501","TAG_208","wave_3_scheduling_arm_1","","11/1/20",15
"502","TAG_209","wave_1_scheduling_arm_1","","2/11/17",11
"503","TAG_209","wave_2_scheduling_arm_1","","8/6/18",13
"504","TAG_209","wave_3_scheduling_arm_1","","2/25/20",14
"505","TAG_210","wave_1_scheduling_arm_1","","12/19/16",11
"506","TAG_210","wave_2_scheduling_arm_1","","7/2/18",13
"507","TAG_210","sos_arm_1","","3/16/19",13
"508","TAG_210","wave_3_scheduling_arm_1","","12/23/19",14
"509","TAG_211","wave_1_scheduling_arm_1","","2/19/17",11
"510","TAG_211","wave_2_scheduling_arm_1","","8/27/18",13
"511","TAG_211","wave_3_scheduling_arm_1","","2/24/20",14
"512","TAG_214","wave_1_scheduling_arm_1","","4/15/17",12
"513","TAG_215","wave_1_scheduling_arm_1","","1/10/18",10
"514","TAG_215","wave_2_scheduling_arm_1","","6/24/19",11
"515","TAG_218","wave_1_scheduling_arm_1","","11/1/17",10
"516","TAG_218","wave_2_scheduling_arm_1","","5/8/19",12
"517","TAG_219","wave_1_scheduling_arm_1","","7/21/17",10
"518","TAG_220","wave_1_scheduling_arm_1","","6/28/17",10
"519","TAG_220","wave_2_scheduling_arm_1","","11/28/18",11
"520","TAG_220","sos_arm_1","","6/9/19",12
"521","TAG_221","wave_1_scheduling_arm_1","","6/26/17",NA
"522","TAG_221","wave_2_scheduling_arm_1","","12/12/18",12
"523","TAG_223","wave_1_scheduling_arm_1","","9/16/17",10
"524","TAG_223","wave_2_scheduling_arm_1","","3/16/19",11
"525","TAG_223","sos_arm_1","","11/16/19",12
"526","TAG_224","wave_1_scheduling_arm_1","","8/9/17",10
"527","TAG_224","wave_2_scheduling_arm_1","","1/25/19",11
"528","TAG_224","sos_arm_1","","7/10/19",11
"529","TAG_225","wave_1_scheduling_arm_1","","11/22/17",10
"530","TAG_225","wave_2_scheduling_arm_1","","5/22/19",11
"531","TAG_225","sos_arm_1","","1/19/20",12
"532","tag_231","wave_1_scheduling_arm_1","","12/15/17",NA
"533","tag_232","wave_1_scheduling_arm_1","","2/5/18",10
"534","tag_232","wave_2_scheduling_arm_1","","8/19/19",12
"535","tag_233","wave_1_scheduling_arm_1","","2/15/18",10
"536","tag_238","wave_1_scheduling_arm_1","","12/20/17",11
"537","tag_238","wave_2_scheduling_arm_1","","6/18/19",12
"538","tag_238","sos_arm_1","","1/11/20",13
"539","tag_240","wave_1_scheduling_arm_1","","12/19/17",10
"540","TAG_243","wave_1_scheduling_arm_1","","12/18/17",10
"541","TAG_243","wave_2_scheduling_arm_1","","6/19/19",12
"542","TAG_244","wave_1_scheduling_arm_1","","1/2/18",10
"543","TAG_244","wave_2_scheduling_arm_1","","10/2/19",12
"544","TAG_247","wave_1_scheduling_arm_1","","12/26/17",10
"545","TAG_247","wave_2_scheduling_arm_1","","6/28/19",12
"546","tag_249","wave_1_scheduling_arm_1","","1/10/18",11
"547","TAG_250","wave_1_scheduling_arm_1","","1/8/18",10
"548","TAG_250","wave_2_scheduling_arm_1","","6/11/19",12
"549","TAG_252","wave_1_scheduling_arm_1","","12/6/17",10
"550","TAG_252","wave_2_scheduling_arm_1","","7/31/19",12
"551","TAG_253","wave_1_scheduling_arm_1","","2/12/18",10
"552","TAG_253","wave_2_scheduling_arm_1","","7/29/19",11
"553","TAG_257","wave_1_scheduling_arm_1","","2/7/18",11
"554","TAG_257","wave_2_scheduling_arm_1","","9/13/19",12
"555","tag_258","wave_1_scheduling_arm_1","","1/17/18",10
"556","TAG_261","wave_1_scheduling_arm_1","","2/2/18",10
"557","TAG_261","wave_2_scheduling_arm_1","","8/7/19",12
"558","TAG_266","wave_1_scheduling_arm_1","","1/24/18",10
"559","TAG_266","wave_2_scheduling_arm_1","","8/12/19",12
"560","TAG000",NA,"2002-07-03",NA,NA
"561","TAG001",NA,"2003-10-02",NA,NA
"562","TAG002",NA,"2004-03-16",NA,NA
"563","TAG003",NA,"2004-01-26",NA,NA
"564","TAG004",NA,"2003-11-10",NA,NA
"565","TAG005",NA,"2006-01-06",NA,NA
"566","TAG006",NA,"2004-07-03",NA,NA
"567","TAG007",NA,"2003-11-21",NA,NA
"568","TAG008",NA,"2004-02-12",NA,NA
"569","TAG009",NA,"2004-03-11",NA,NA
"570","TAG010",NA,"2004-09-02",NA,NA
"571","TAG011",NA,"2004-01-22",NA,NA
"572","TAG012",NA,"2004-06-04",NA,NA
"573","TAG013",NA,"2004-03-30",NA,NA
"574","TAG014",NA,"2004-10-24",NA,NA
"575","TAG015",NA,"2006-04-06",NA,NA
"576","TAG016",NA,"2003-09-17",NA,NA
"577","TAG017",NA,"2005-05-19",NA,NA
"578","TAG018",NA,"2003-11-19",NA,NA
"579","TAG019",NA,"2003-09-05",NA,NA
"580","TAG020",NA,"2004-05-25",NA,NA
"581","TAG022",NA,"2004-02-04",NA,NA
"582","TAG023",NA,"2004-04-28",NA,NA
"583","TAG024",NA,"2006-07-07",NA,NA
"584","TAG026",NA,"2003-11-06",NA,NA
"585","TAG027",NA,"2003-09-03",NA,NA
"586","TAG028",NA,"2004-02-07",NA,NA
"587","TAG030",NA,"2005-05-26",NA,NA
"588","TAG032",NA,"2003-12-22",NA,NA
"589","TAG033",NA,"2003-12-30",NA,NA
"590","TAG034",NA,"2004-04-09",NA,NA
"591","TAG035",NA,"2003-11-21",NA,NA
"592","TAG036",NA,"2003-09-03",NA,NA
"593","TAG037",NA,"2004-06-07",NA,NA
"594","TAG038",NA,"2006-06-15",NA,NA
"595","TAG039",NA,"2003-12-23",NA,NA
"596","TAG040",NA,"2005-05-10",NA,NA
"597","TAG041",NA,"2004-03-16",NA,NA
"598","TAG042",NA,"2003-12-10",NA,NA
"599","TAG044",NA,"2005-01-01",NA,NA
"600","TAG045",NA,"2005-05-21",NA,NA
"601","TAG046",NA,"2006-04-14",NA,NA
"602","TAG047",NA,"2005-01-03",NA,NA
"603","TAG048",NA,"2004-08-28",NA,NA
"604","TAG049",NA,"2005-03-01",NA,NA
"605","TAG050",NA,"2003-07-11",NA,NA
"606","TAG051",NA,"2004-06-24",NA,NA
"607","TAG052",NA,"2005-04-03",NA,NA
"608","TAG053",NA,"2003-09-26",NA,NA
"609","TAG054",NA,"2005-12-21",NA,NA
"610","TAG055",NA,"2003-03-13",NA,NA
"611","TAG056",NA,"2004-02-27",NA,NA
"612","TAG057",NA,"2004-01-28",NA,NA
"613","TAG058",NA,"2004-11-01",NA,NA
"614","TAG059",NA,"2004-08-23",NA,NA
"615","TAG060",NA,"2005-07-15",NA,NA
"616","TAG062",NA,"2006-06-25",NA,NA
"617","TAG064",NA,"2005-07-09",NA,NA
"618","TAG065",NA,"2005-12-23",NA,NA
"619","TAG066",NA,"2004-08-05",NA,NA
"620","TAG067",NA,"2003-10-30",NA,NA
"621","TAG068",NA,"2005-06-12",NA,NA
"622","TAG069",NA,"2004-03-23",NA,NA
"623","TAG070",NA,"2004-08-11",NA,NA
"624","TAG071",NA,"2005-04-28",NA,NA
"625","TAG072",NA,"2005-05-04",NA,NA
"626","TAG073",NA,"2005-08-17",NA,NA
"627","TAG074",NA,"2007-07-20",NA,NA
"628","TAG075",NA,"2003-09-23",NA,NA
"629","TAG076",NA,"2004-02-15",NA,NA
"630","TAG077",NA,"2007-08-04",NA,NA
"631","TAG078",NA,"2005-09-16",NA,NA
"632","TAG079",NA,"2005-01-15",NA,NA
"633","TAG080",NA,"2004-11-03",NA,NA
"634","TAG081",NA,"2006-09-11",NA,NA
"635","TAG083",NA,"2005-06-05",NA,NA
"636","TAG084",NA,"2004-11-23",NA,NA
"637","TAG085",NA,"2004-05-12",NA,NA
"638","TAG086",NA,"2004-12-30",NA,NA
"639","TAG087",NA,"2006-11-25",NA,NA
"640","TAG088",NA,"2004-03-29",NA,NA
"641","TAG089",NA,"2004-11-03",NA,NA
"642","TAG090",NA,"2004-12-01",NA,NA
"643","TAG091",NA,"2004-10-04",NA,NA
"644","TAG093",NA,"2004-07-17",NA,NA
"645","TAG094",NA,"2005-02-14",NA,NA
"646","TAG095",NA,"2007-03-27",NA,NA
"647","TAG097",NA,"2004-10-26",NA,NA
"648","TAG098",NA,"2005-02-16",NA,NA
"649","TAG099",NA,"2004-05-30",NA,NA
"650","TAG100",NA,"2005-03-11",NA,NA
"651","TAG101",NA,"2005-04-10",NA,NA
"652","TAG102",NA,"2004-11-03",NA,NA
"653","TAG103",NA,"2005-01-23",NA,NA
"654","TAG104",NA,"2005-05-01",NA,NA
"655","TAG105",NA,"2005-07-22",NA,NA
"656","TAG106",NA,"2007-06-01",NA,NA
"657","TAG107",NA,"2005-01-18",NA,NA
"658","TAG108",NA,"2004-09-30",NA,NA
"659","TAG109",NA,"2005-06-02",NA,NA
"660","TAG110",NA,"2007-06-15",NA,NA
"661","TAG111",NA,"2005-01-04",NA,NA
"662","TAG112",NA,"2005-06-12",NA,NA
"663","TAG113",NA,"2005-04-08",NA,NA
"664","TAG114",NA,"2005-03-05",NA,NA
"665","TAG115",NA,"2007-08-13",NA,NA
"666","TAG116",NA,"2006-11-13",NA,NA
"667","TAG117",NA,"2005-04-07",NA,NA
"668","TAG119",NA,"2003-10-12",NA,NA
"669","TAG120",NA,"2005-06-06",NA,NA
"670","TAG122",NA,"2006-08-22",NA,NA
"671","TAG124",NA,"2007-01-08",NA,NA
"672","TAG125",NA,"2007-04-24",NA,NA
"673","TAG127",NA,"2007-04-14",NA,NA
"674","TAG130",NA,"2004-07-23",NA,NA
"675","TAG131",NA,"2005-03-26",NA,NA
"676","TAG132",NA,"2004-12-16",NA,NA
"677","TAG137",NA,"2005-08-04",NA,NA
"678","TAG138",NA,"2005-08-31",NA,NA
"679","TAG140",NA,"2004-04-06",NA,NA
"680","TAG141",NA,"2004-12-16",NA,NA
"681","TAG143",NA,"2004-06-27",NA,NA
"682","TAG144",NA,"2004-01-27",NA,NA
"683","TAG145",NA,"2005-01-13",NA,NA
"684","TAG147",NA,"2007-06-08",NA,NA
"685","TAG149",NA,"2004-03-05",NA,NA
"686","TAG152",NA,"2006-07-05",NA,NA
"687","TAG155",NA,"2005-08-11",NA,NA
"688","TAG158",NA,"2004-02-20",NA,NA
"689","TAG159",NA,"2004-03-09",NA,NA
"690","TAG160",NA,"2004-04-09",NA,NA
"691","TAG164",NA,"2004-03-30",NA,NA
"692","TAG165",NA,"2007-06-13",NA,NA
"693","TAG166",NA,"2005-07-23",NA,NA
"694","TAG167",NA,"2004-08-14",NA,NA
"695","TAG169",NA,"2004-08-02",NA,NA
"696","TAG170",NA,"2006-12-15",NA,NA
"697","TAG172",NA,"2005-06-11",NA,NA
"698","TAG173",NA,"2005-04-25",NA,NA
"699","TAG174",NA,"2003-08-12",NA,NA
"700","TAG175",NA,"2007-07-17",NA,NA
"701","TAG176",NA,"2005-04-01",NA,NA
"702","TAG177",NA,"2006-06-08",NA,NA
"703","TAG179",NA,"2006-11-12",NA,NA
"704","TAG180",NA,"2004-06-28",NA,NA
"705","TAG181",NA,"2003-09-30",NA,NA
"706","TAG186",NA,"2004-04-28",NA,NA
"707","TAG188",NA,"2007-08-20",NA,NA
"708","TAG190",NA,"2005-11-21",NA,NA
"709","TAG192",NA,"2005-07-18",NA,NA
"710","TAG194",NA,"2005-07-26",NA,NA
"711","TAG200",NA,"2006-10-19",NA,NA
"712","TAG202",NA,"2005-07-27",NA,NA
"713","TAG203",NA,"2005-05-22",NA,NA
"714","TAG205",NA,"2004-09-16",NA,NA
"715","TAG206",NA,"2007-03-25",NA,NA
"716","TAG207",NA,"2005-11-17",NA,NA
"717","TAG208",NA,"2005-05-05",NA,NA
"718","TAG209",NA,"2005-05-05",NA,NA
"719","TAG210",NA,"2005-03-23",NA,NA
"720","TAG211",NA,"2005-06-27",NA,NA
"721","TAG214",NA,"2004-11-29",NA,NA
"722","TAG215",NA,"2007-08-03",NA,NA
"723","TAG218",NA,"2007-01-31",NA,NA
"724","TAG220",NA,"2007-01-11",NA,NA
"725","TAG221",NA,"2006-10-31",NA,NA
"726","TAG223",NA,"2007-09-09",NA,NA
"727","TAG224",NA,"2007-07-31",NA,NA
"728","TAG225",NA,"2007-06-16",NA,NA
"729","TAG232",NA,"2007-07-31",NA,NA
"730","TAG233",NA,"2007-05-09",NA,NA
"731","TAG238",NA,"2006-10-13",NA,NA
"732","TAG240",NA,"2007-09-07",NA,NA
"733","TAG243",NA,"2007-03-27",NA,NA
"734","TAG244",NA,"2007-07-13",NA,NA
"735","TAG247",NA,"2007-04-16",NA,NA
"736","TAG249",NA,"2006-09-25",NA,NA
"737","TAG250",NA,"2007-01-19",NA,NA
"738","TAG252",NA,"2007-03-18",NA,NA
"739","TAG253",NA,"2007-08-23",NA,NA
"740","TAG257",NA,"2006-09-21",NA,NA
"741","TAG261",NA,"2007-07-03",NA,NA
"742","TAG266",NA,"2007-05-29",NA,NA
